"DATA/CZAS";"TYP";"ZLECENIE#";"TRANSAKCJA#";"ZLECENIE POWIĄZANE#";"INSTRUMENT";"JEDNOSTKI/IL.";"CENA";"TOLERANCJA CENA";"STOP LOSS";"TAKE PROFIT";"DEPOZYT ZABEZPIECZAJĄCY (PLN)";"KURS WYMIANY";"WARTOŚĆ POZYCJI (PLN)";"ZAKSIĘGOWANA KWOTA (PLN)";"SALDO (PLN)";"WARTOŚĆ WYŁĄCZAJĄC OPŁATĘ";"OPŁATA";"KOSZTY UTRZYMANIA POZYCJI - WARTOŚĆ POZYCJI";"STAWKA ZA UTRZYMANIE POZYCJI";"KOSZTY UTRZYMANIA POZYCJI (PLN)";"KOSZTY UTRZYMANIA POZYCJI - WYRÓWNANIE (PLN)";"KOSZTY UTRZYMANIA POZYCJI - SUMA (PLN)";"OPŁATA";"ZWROT %";"KIERUNEK";"WYPŁATA GDY ZYSK";"WYPŁATA GDY BEZ ZMIANY";"OTWARCIE";"WYGAŚNIĘCIE";"ROZLICZENIE";"CENA ROZLICZENIA";"WYNIK";"WYPŁATA";"TYP";"WYGAŚNIĘCIE";"CENA WYKONAWCZA";"ROZLICZENIE";"CENA ROZLICZENIA";"ZYSK";"STRATA"
"19 Sie 2020 16:47:32";" Zamknięcie Transakcji";"O4-83-42DT10";"T4-83-38NEYJ";"O4-83-42D9S1";"Złoto - Kasowy";"0,4 Jednost.";"1 972,41";"-";"-";"-";"-";"3,71276";"2 929,23";"-22,43";"355,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 16:47:32";" Zamknięcie Transakcji";"O4-83-42DT10";"T4-83-38NEYH";"O4-83-42D9QV";"Złoto - Kasowy";"0,4 Jednost.";"1 972,41";"-";"-";"-";"-";"3,71276";"2 929,23";"-22,99";"378,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 16:47:32";" Zamknięcie Transakcji";"O4-83-42DT10";"T4-83-38NEYG";"O4-83-42D9L0";"Złoto - Kasowy";"0,4 Jednost.";"1 972,41";"-";"-";"-";"-";"3,71276";"2 929,23";"-16,96";"401,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 16:47:32";" Zamknięcie Transakcji";"O4-83-42DT10";"T4-83-38NEYF";"O4-83-426DDB";"Złoto - Kasowy";"0,409 Jednost.";"1 972,41";"-";"-";"-";"-";"3,69056";"2 995,14";"35,64";"417,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 16:46:52";" Zamknięcie Transakcji";"O4-83-42DSY4";"T4-83-38NEWH";"O4-83-42CRQ2";"TRY/USD";"2 000,00";"0,13824";"-";"-";"-";"-";"3,69114";"1 027,44";"18,01";"382,35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 16:46:49";" Zamknięcie Transakcji";"O4-83-42DSXP";"T4-83-38NEW7";"O4-83-42D53B";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 958,64";"-";"-";"-";"-";"4,39318";"3 161,42";"12,61";"364,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 16:46:49";" Zamknięcie Transakcji";"O4-83-42DSXP";"T4-83-38NEW6";"O4-83-428SYG";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 958,64";"-";"-";"-";"-";"4,39318";"3 161,42";"24,94";"351,73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 16:46:49";" Zamknięcie Transakcji";"O4-83-42DSXP";"T4-83-38NEW5";"O4-83-426DG4";"Germany 30 - Kasowy";"0,0352 Jednost.";"12 958,64";"-";"-";"-";"-";"4,39318";"2 015,98";"13,25";"326,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 16:46:46";" Zamknięcie Transakcji";"O4-83-42DSXG";"T4-83-38NEVZ";"O4-83-426DH3";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,393";"-";"-";"-";"-";"3,69311";"1 333,61";"17,17";"313,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 15:57:04";"Zmodyfikowano Stop Loss";"O4-83-42D9L0";"-";"O4-83-42D9L1";"Złoto - Kasowy";"0,4 Jednost.";"1 983,83";"-";"1 916,83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 15:56:56";"Zmodyfikowano Stop Loss";"O4-83-42D9QV";"-";"O4-83-42D9QW";"Złoto - Kasowy";"0,4 Jednost.";"1 987,89";"-";"1 920,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 15:56:48";"Zmodyfikowano Stop Loss";"O4-83-42D9S1";"-";"O4-83-42D9S2";"Złoto - Kasowy";"0,4 Jednost.";"1 987,51";"-";"1 920,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 15:56:39";"Zmodyfikowano Stop Loss";"O4-83-42D9X4";"-";"O4-83-42D9X5";"Złoto - Kasowy";"0,4 Jednost.";"1 988,55";"-";"1 921,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 14:05:16";" Transakcja Kupna";"O4-83-42D9X4";"T4-83-38MZYQ";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 988,55";"-";"1 968,66";"-";"-";"3,69349";"2 937,87";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 14:03:20";" Transakcja Kupna";"O4-83-42D9S1";"T4-83-38MZVC";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 987,51";"-";"1 967,63";"-";"-";"3,69395";"2 936,70";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 14:02:57";" Transakcja Kupna";"O4-83-42D9QV";"T4-83-38MZTE";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 987,89";"-";"1 968,01";"-";"-";"3,6941";"2 937,38";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 14:01:07";" Transakcja Kupna";"O4-83-42D9L0";"T4-83-38MZNE";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 983,83";"-";"1 963,93";"-";"-";"3,69621";"2 933,06";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 14:00:51";" Zamknięcie Transakcji";"O4-83-42D9KF";"T4-83-38MZMY";"O4-83-42D9K1";"Złoto - Kasowy";"0,4 Jednost.";"1 983,87";"-";"-";"-";"-";"3,69615";"2 933,07";"-1,37";"296,37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 14:00:44";" Transakcja Kupna";"O4-83-42D9K1";"T4-83-38MZMH";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 984,8";"-";"1 964,95";"-";"-";"3,6954";"2 933,85";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 13:56:19";" Zamknięcie Transakcji";"O4-83-42D9DZ";"T4-83-38MZGQ";"O4-83-42D7FF";"Złoto - Kasowy";"0,4 Jednost.";"1 985,73";"-";"-";"-";"-";"3,69366";"2 933,84";"-2,79";"297,74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 13:55:09";" Zamknięcie Transakcji";"O4-83-42D9BW";"T4-83-38MZF2";"O4-83-42D7H7";"Złoto - Kasowy";"0,4 Jednost.";"1 984,69";"-";"-";"-";"-";"3,6953";"2 933,60";"-1,27";"300,53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 13:55:02";" Zamknięcie Transakcji";"O4-83-42D9BT";"T4-83-38MZF0";"O4-83-42D93Z";"Złoto - Kasowy";"0,4 Jednost.";"1 984,69";"-";"-";"-";"-";"3,6732";"2 933,60";"1,63";"301,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 13:50:24";" Transakcja Kupna";"O4-83-42D93Z";"T4-83-38MZ9Y";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 983,58";"-";"1 963,73";"-";"-";"3,69542";"2 932,06";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 13:47:13";" Zamknięcie Transakcji";"O4-83-42D8YL";"T4-83-38MZ4W";"O4-83-42D8V3";"Złoto - Kasowy";"0,4 Jednost.";"1 982,72";"-";"-";"-";"-";"3,67353";"2 930,95";"0,18";"300,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 13:45:25";" Transakcja Kupna";"O4-83-42D8V3";"T4-83-38MZ2E";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 982,6";"-";"1 962,77";"-";"-";"3,69656";"2 931,51";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 13:21:24";" Transakcja Kupna";"O4-83-42D7H7";"T4-83-38MY07";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 985,55";"-";"1 965,69";"-";"-";"3,6942";"2 934,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 13:20:21";" Transakcja Kupna";"O4-83-42D7FF";"T4-83-38MXYK";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 987,62";"-";"1 967,65";"-";"-";"3,6939";"2 936,82";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 12:30:25";" Transakcja Kupna";"O4-83-42D53B";"T4-83-38MW5E";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 906,64";"-";"12 777,57";"-";"-";"4,41399";"3 144,73";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 11:51:19";" Zamknięcie Transakcji";"O4-83-42D34C";"T4-83-38MTPW";"O4-83-42CNH7";"Złoto - Kasowy";"0,4 Jednost.";"1 986,3";"-";"-";"-";"-";"3,66856";"2 932,28";"3,60";"299,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 11:51:13";" Zamknięcie Transakcji";"O4-83-42D344";"T4-83-38MTPM";"O4-83-42CV8P";"Złoto - Kasowy";"0,4 Jednost.";"1 986,02";"-";"-";"-";"-";"3,69064";"2 931,87";"-0,84";"296,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 10:05:23";" Transakcja Kupna";"O4-83-42CV8P";"T4-83-38MMYV";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 986,59";"-";"1 966,67";"-";"-";"3,67929";"2 923,69";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 09:39:18";" Transakcja Kupna";"O4-83-42CRQ2";"T4-83-38MKVD";"-";"TRY/USD";"2 000,00";"0,1358";"-";"0,12221";"-";"-";"0,49942";"998,84";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 09:17:37";" Transakcja Kupna";"O4-83-42CNH7";"T4-83-38MH63";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 983,85";"-";"1 964,02";"-";"-";"3,6813";"2 921,25";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Sie 2020 09:06:38";"Stop Loss";"O4-83-42B81E";"T4-83-38MFVS";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 982,95";"-";"-";"-";"-";"3,67714";"2 916,63";"-1,00";"297,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"852023490";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-1,98";"298,23";"-";"-";"-";"-";"-";"-";"-1,98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-428SYG";"-";"-";"Germany 30 - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"710,69";"-2,48299%";"-0,21";"0,00";"-0,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-42B81E";"-";"-";"Złoto - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"800,82";"-1,98377%";"-0,16";"0,00";"-0,16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-426DH3";"-";"-";"Gaz Ziemny - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"358,80";"-36,23733%";"-1,31";"0,00";"-1,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-426DG4";"-";"-";"Germany 30 - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"453,19";"-2,48299%";"-0,14";"0,00";"-0,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-426DDB";"-";"-";"Złoto - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"818,84";"-1,98377%";"-0,16";"0,00";"-0,16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 22:05:34";"Zmodyfikowano Stop Loss";"O4-83-428SYG";"-";"O4-83-428SYH";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 855,81";"-";"12 034,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 16:46:26";"Zmodyfikowano Stop Loss";"O4-83-42B81E";"-";"O4-83-42B81F";"Złoto - Kasowy";"0,4 Jednost.";"1 983,63";"-";"1 982,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 16:46:19";" Zamknięcie Transakcji";"O4-83-42BCCK";"T4-83-38LG4P";"O4-83-42B4SW";"Złoto - Kasowy";"0,4 Jednost.";"1 994,42";"-";"-";"-";"-";"3,66283";"2 939,67";"1,16";"300,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 16:29:01";" Transakcja Kupna";"O4-83-42B81E";"T4-83-38LDDK";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 983,63";"-";"1 963,75";"-";"-";"3,69028";"2 928,06";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 16:28:52";"Zmodyfikowano Stop Loss";"O4-83-42B4SW";"-";"O4-83-42B4SX";"Złoto - Kasowy";"0,4 Jednost.";"1 993,63";"-";"1 958,78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 16:13:13";" Transakcja Kupna";"O4-83-42B4SW";"T4-83-38L95F";"-";"Złoto - Kasowy";"0,4 Jednost.";"1 993,63";"-";"1 973,64";"-";"-";"3,68313";"2 937,11";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Sie 2020 09:11:31";" Transakcja Kupna";"O4-83-428SYG";"T4-83-38K4S3";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 855,81";"-";"12 728,35";"-";"-";"4,41264";"3 131,38";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"851598383";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-1,58";"299,05";"-";"-";"-";"-";"-";"-";"-1,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-426DH3";"-";"-";"Gaz Ziemny - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"347,85";"-36,23733%";"-1,28";"0,00";"-1,28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-426DG4";"-";"-";"Germany 30 - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"455,19";"-2,48099%";"-0,14";"0,00";"-0,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-426DDB";"-";"-";"Złoto - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"811,99";"-1,98377%";"-0,16";"0,00";"-0,16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Sie 2020 08:10:24";" Transakcja Kupna";"O4-83-426DH3";"T4-83-38H71F";"-";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,362";"-";"2,185";"-";"-";"3,71734";"1 317,05";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Sie 2020 08:09:49";" Transakcja Kupna";"O4-83-426DG4";"T4-83-38H70N";"-";"Germany 30 - Kasowy";"0,0352 Jednost.";"12 872,95";"-";"12 235,37";"-";"-";"4,41115";"1 998,81";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Sie 2020 08:08:54";"Zmodyfikowano Stop Loss";"O4-83-426DDB";"-";"O4-83-426DDC";"Złoto - Kasowy";"0,409 Jednost.";"1 948,8";"-";"1 883,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Sie 2020 08:08:31";" Transakcja Kupna";"O4-83-426DDB";"T4-83-38H6YG";"-";"Złoto - Kasowy";"0,409 Jednost.";"1 948,8";"-";"1 929,37";"-";"-";"3,71791";"2 963,39";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 18:57:33";" Zamknięcie Transakcji";"O4-83-422PMY";"T4-83-38E7QM";"O4-83-41YDZZ";"Złoto - Kasowy";"0,409 Jednost.";"1 955,07";"-";"-";"-";"-";"3,70971";"2 984,21";"51,98";"300,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 18:57:28";" Zamknięcie Transakcji";"O4-83-422PMQ";"T4-83-38E7QH";"O4-83-41YE2H";"TRY/USD";"2 000,00";"0,13606";"-";"-";"-";"-";"3,73203";"1 017,30";"-7,17";"248,65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 18:57:25";" Zamknięcie Transakcji";"O4-83-422PMP";"T4-83-38E7QG";"O4-83-41ZKK3";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,142";"-";"-";"-";"-";"3,70987";"1 199,15";"36,73";"255,82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 18:57:22";" Zamknięcie Transakcji";"O4-83-422PMN";"T4-83-38E7QF";"O4-83-4222TT";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 998,85";"-";"-";"-";"-";"4,38394";"3 164,57";"7,89";"219,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 18:57:22";" Zamknięcie Transakcji";"O4-83-422PMN";"T4-83-38E7QE";"O4-83-41YE0E";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 998,85";"-";"-";"-";"-";"4,38394";"3 164,57";"18,41";"211,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 16:51:59";"Zmodyfikowano Stop Loss";"O4-83-4222TT";"-";"O4-83-4222TV";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 966,26";"-";"12 966,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 15:31:50";" Transakcja Kupna";"O4-83-4222TT";"T4-83-38DQ49";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 966,26";"-";"12 836,59";"-";"-";"4,41174";"3 157,64";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"850381735";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-1,39";"192,79";"-";"-";"-";"-";"-";"-";"-1,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-41ZKK3";"-";"-";"Gaz Ziemny - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"318,45";"-36,23563%";"-1,18";"0,00";"-1,18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-41YE0E";"-";"-";"Germany 30 - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"721,11";"-2,48899%";"-0,22";"0,00";"-0,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-41YDZZ";"-";"-";"Złoto - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"783,69";"-1,98377%";"-0,16";"0,00";"-0,16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
